temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,city,country,date,year,month
9.6,-2.9,2.1,0.0,12.2,New York,USA,2000-01-01,2000,1
14.5,0.7,7.2,0.0,18.1,New York,USA,2000-01-02,2000,1
15.7,10.3,11.6,1.1,17.1,New York,USA,2000-01-03,2000,1
15.8,9.1,13.0,16.2,24.3,New York,USA,2000-01-04,2000,1
8.2,-2.8,2.5,3.2,25.0,New York,USA,2000-01-05,2000,1
5.0,-4.6,-0.3,0.0,13.8,New York,USA,2000-01-06,2000,1
7.9,-1.9,2.0,0.0,21.8,New York,USA,2000-01-07,2000,1
3.5,-4.0,-0.3,0.0,13.1,New York,USA,2000-01-08,2000,1
9.6,0.1,4.2,0.0,14.1,New York,USA,2000-01-09,2000,1
11.9,3.2,7.0,16.5,26.8,New York,USA,2000-01-10,2000,1
10.6,3.7,6.8,0.3,30.7,New York,USA,2000-01-11,2000,1
6.9,-0.4,3.4,0.0,24.5,New York,USA,2000-01-12,2000,1
1.8,-7.3,-0.5,6.1,26.0,New York,USA,2000-01-13,2000,1
-5.1,-10.3,-8.0,0.0,30.3,New York,USA,2000-01-14,2000,1
-3.4,-9.3,-6.6,0.0,16.4,New York,USA,2000-01-15,2000,1
6.8,-4.7,0.9,0.0,29.3,New York,USA,2000-01-16,2000,1
-6.0,-14.8,-11.4,0.0,31.2,New York,USA,2000-01-17,2000,1
-6.6,-15.6,-11.2,0.0,18.2,New York,USA,2000-01-18,2000,1
-2.0,-11.3,-7.1,0.0,12.7,New York,USA,2000-01-19,2000,1
-0.6,-6.6,-3.9,3.6,19.1,New York,USA,2000-01-20,2000,1
-5.9,-13.0,-9.7,0.0,35.1,New York,USA,2000-01-21,2000,1
-6.6,-14.6,-11.1,0.0,24.5,New York,USA,2000-01-22,2000,1
-1.0,-8.8,-5.1,0.0,11.2,New York,USA,2000-01-23,2000,1
3.5,-4.2,-1.6,0.0,11.4,New York,USA,2000-01-24,2000,1
-2.4,-3.7,-3.0,21.4,33.6,New York,USA,2000-01-25,2000,1
-1.9,-8.5,-4.8,2.1,25.1,New York,USA,2000-01-26,2000,1
-8.7,-13.8,-10.8,0.0,22.0,New York,USA,2000-01-27,2000,1
-7.1,-15.2,-11.9,0.0,21.9,New York,USA,2000-01-28,2000,1
-1.4,-16.2,-9.6,0.0,11.8,New York,USA,2000-01-29,2000,1
0.4,-11.1,-5.2,9.3,17.3,New York,USA,2000-01-30,2000,1
5.0,-5.5,-0.3,12.0,24.1,New York,USA,2000-01-31,2000,1
0.1,-7.0,-3.9,0.0,20.5,New York,USA,2000-02-01,2000,2
-3.1,-8.3,-5.7,0.0,28.0,New York,USA,2000-02-02,2000,2
-1.3,-10.8,-5.9,0.9,13.1,New York,USA,2000-02-03,2000,2
0.5,-6.2,-2.7,0.6,9.2,New York,USA,2000-02-04,2000,2
-0.2,-5.6,-3.1,0.0,18.2,New York,USA,2000-02-05,2000,2
0.2,-7.2,-4.1,0.0,18.7,New York,USA,2000-02-06,2000,2
3.8,-7.4,-1.3,0.0,22.2,New York,USA,2000-02-07,2000,2
-2.4,-12.7,-7.4,0.0,14.4,New York,USA,2000-02-08,2000,2
6.0,-9.8,-2.5,0.0,19.6,New York,USA,2000-02-09,2000,2
5.8,-2.8,1.2,0.0,10.5,New York,USA,2000-02-10,2000,2
7.2,-2.2,2.6,0.7,20.9,New York,USA,2000-02-11,2000,2
-0.8,-7.4,-3.7,0.0,20.4,New York,USA,2000-02-12,2000,2
3.2,-4.6,-0.6,0.0,14.7,New York,USA,2000-02-13,2000,2
10.8,2.8,6.4,15.5,29.2,New York,USA,2000-02-14,2000,2
4.8,-2.5,0.5,0.0,22.9,New York,USA,2000-02-15,2000,2
10.7,-3.4,3.1,0.9,16.7,New York,USA,2000-02-16,2000,2
1.5,-4.7,-1.9,0.0,20.6,New York,USA,2000-02-17,2000,2
1.5,-4.7,-0.7,16.9,18.5,New York,USA,2000-02-18,2000,2
0.7,-1.7,-0.5,10.4,12.7,New York,USA,2000-02-19,2000,2
2.6,-6.4,-1.6,0.0,19.1,New York,USA,2000-02-20,2000,2
4.1,-7.7,-2.0,0.0,11.9,New York,USA,2000-02-21,2000,2
7.1,-3.5,1.0,0.0,11.8,New York,USA,2000-02-22,2000,2
11.2,-2.5,4.0,0.0,10.7,New York,USA,2000-02-23,2000,2
17.1,1.0,8.5,0.0,11.5,New York,USA,2000-02-24,2000,2
12.1,3.8,7.0,5.9,16.0,New York,USA,2000-02-25,2000,2
8.0,2.8,5.0,0.4,15.0,New York,USA,2000-02-26,2000,2
13.8,4.5,8.4,0.0,21.6,New York,USA,2000-02-27,2000,2
11.2,3.4,8.0,7.6,24.9,New York,USA,2000-02-28,2000,2
11.7,0.3,5.0,0.0,23.2,New York,USA,2000-02-29,2000,2
9.2,-0.6,3.8,0.5,13.3,New York,USA,2000-03-01,2000,3
7.7,1.2,4.9,0.2,25.9,New York,USA,2000-03-02,2000,3
7.7,-0.4,2.9,0.0,27.1,New York,USA,2000-03-03,2000,3
10.1,-0.9,3.8,0.0,17.6,New York,USA,2000-03-04,2000,3
11.2,0.0,5.2,0.0,22.7,New York,USA,2000-03-05,2000,3
11.1,-0.2,4.8,0.0,19.6,New York,USA,2000-03-06,2000,3
16.0,-0.8,7.3,0.0,14.8,New York,USA,2000-03-07,2000,3
14.8,3.1,9.0,0.4,14.7,New York,USA,2000-03-08,2000,3
21.9,5.3,12.9,0.2,12.7,New York,USA,2000-03-09,2000,3
14.5,6.0,10.9,0.0,16.8,New York,USA,2000-03-10,2000,3
7.2,4.1,5.4,19.8,24.1,New York,USA,2000-03-11,2000,3
10.0,1.5,7.0,9.1,24.8,New York,USA,2000-03-12,2000,3
8.2,-1.2,3.3,0.0,19.1,New York,USA,2000-03-13,2000,3
11.1,0.3,5.4,0.2,17.4,New York,USA,2000-03-14,2000,3
17.2,1.4,8.7,0.2,20.3,New York,USA,2000-03-15,2000,3
17.7,7.7,12.1,3.9,15.7,New York,USA,2000-03-16,2000,3
10.8,-0.9,4.2,25.6,27.3,New York,USA,2000-03-17,2000,3
2.4,-5.1,-1.5,0.0,21.6,New York,USA,2000-03-18,2000,3
4.2,-2.3,0.9,0.0,12.8,New York,USA,2000-03-19,2000,3
6.6,0.5,3.1,0.0,17.7,New York,USA,2000-03-20,2000,3
6.4,3.0,4.4,0.0,22.5,New York,USA,2000-03-21,2000,3
9.0,2.9,5.4,0.0,20.4,New York,USA,2000-03-22,2000,3
15.0,-0.3,6.5,0.0,8.6,New York,USA,2000-03-23,2000,3
17.7,3.8,10.3,0.0,11.5,New York,USA,2000-03-24,2000,3
16.7,4.0,10.8,0.4,16.0,New York,USA,2000-03-25,2000,3
16.1,7.7,12.3,1.1,22.9,New York,USA,2000-03-26,2000,3
14.5,2.1,9.1,0.1,21.2,New York,USA,2000-03-27,2000,3
14.1,8.3,11.1,12.6,25.8,New York,USA,2000-03-28,2000,3
11.9,4.8,8.5,0.0,32.6,New York,USA,2000-03-29,2000,3
12.4,2.4,7.6,0.0,19.1,New York,USA,2000-03-30,2000,3
12.4,0.4,6.8,0.0,15.6,New York,USA,2000-03-31,2000,3
15.7,1.5,8.5,0.0,12.7,New York,USA,2000-04-01,2000,4
17.1,5.4,11.2,0.0,18.9,New York,USA,2000-04-02,2000,4
18.0,10.2,14.1,0.0,12.2,New York,USA,2000-04-03,2000,4
16.9,10.9,14.5,5.2,25.8,New York,USA,2000-04-04,2000,4
9.9,3.8,6.8,0.0,30.3,New York,USA,2000-04-05,2000,4
19.2,1.2,10.6,0.6,19.9,New York,USA,2000-04-06,2000,4
16.0,4.8,10.6,0.0,15.5,New York,USA,2000-04-07,2000,4
20.3,8.5,14.3,0.5,30.2,New York,USA,2000-04-08,2000,4
10.6,-0.5,4.1,18.4,39.6,New York,USA,2000-04-09,2000,4
10.9,0.7,5.2,0.5,25.1,New York,USA,2000-04-10,2000,4
8.5,1.0,5.0,1.2,13.6,New York,USA,2000-04-11,2000,4
10.1,3.4,6.6,1.0,24.4,New York,USA,2000-04-12,2000,4
8.9,-0.4,4.4,0.0,13.0,New York,USA,2000-04-13,2000,4
11.5,1.2,6.7,0.0,14.9,New York,USA,2000-04-14,2000,4
16.2,5.3,10.9,5.0,8.8,New York,USA,2000-04-15,2000,4
23.3,11.5,16.1,6.4,16.9,New York,USA,2000-04-16,2000,4
12.2,5.0,8.2,7.0,22.7,New York,USA,2000-04-17,2000,4
6.5,4.6,5.4,6.8,25.3,New York,USA,2000-04-18,2000,4
13.5,5.7,8.6,1.5,21.4,New York,USA,2000-04-19,2000,4
15.7,6.3,10.2,0.0,13.3,New York,USA,2000-04-20,2000,4
10.5,7.9,9.1,29.8,24.6,New York,USA,2000-04-21,2000,4
10.8,6.8,8.5,6.5,20.3,New York,USA,2000-04-22,2000,4
9.8,6.2,7.8,1.7,19.4,New York,USA,2000-04-23,2000,4
18.7,5.7,11.7,0.0,18.9,New York,USA,2000-04-24,2000,4
13.2,6.1,8.8,0.0,19.5,New York,USA,2000-04-25,2000,4
8.0,4.3,6.2,0.1,20.1,New York,USA,2000-04-26,2000,4
10.7,2.9,6.7,0.0,9.7,New York,USA,2000-04-27,2000,4
14.0,3.2,8.9,0.1,10.7,New York,USA,2000-04-28,2000,4
17.5,4.5,11.0,0.0,17.0,New York,USA,2000-04-29,2000,4
16.5,8.3,11.8,0.0,23.6,New York,USA,2000-04-30,2000,4
16.5,5.5,11.6,0.6,19.9,New York,USA,2000-05-01,2000,5
17.8,9.2,13.8,7.5,21.9,New York,USA,2000-05-02,2000,5
16.6,6.0,11.5,0.0,14.9,New York,USA,2000-05-03,2000,5
19.0,7.4,13.5,0.6,19.1,New York,USA,2000-05-04,2000,5
28.1,12.5,19.6,2.3,13.0,New York,USA,2000-05-05,2000,5
28.6,15.1,22.2,0.0,10.1,New York,USA,2000-05-06,2000,5
30.8,16.7,24.0,0.0,14.7,New York,USA,2000-05-07,2000,5
30.6,17.3,24.0,0.7,10.3,New York,USA,2000-05-08,2000,5
30.9,19.7,25.0,0.0,20.0,New York,USA,2000-05-09,2000,5
22.4,12.9,16.2,5.1,25.1,New York,USA,2000-05-10,2000,5
21.9,12.4,16.9,0.0,22.7,New York,USA,2000-05-11,2000,5
18.6,13.7,15.9,1.9,18.2,New York,USA,2000-05-12,2000,5
22.6,13.1,16.5,16.1,15.0,New York,USA,2000-05-13,2000,5
21.7,12.8,17.0,3.0,18.7,New York,USA,2000-05-14,2000,5
17.1,9.6,13.8,0.0,20.4,New York,USA,2000-05-15,2000,5
19.0,8.0,13.9,0.0,13.4,New York,USA,2000-05-16,2000,5
19.5,12.9,15.8,0.0,15.5,New York,USA,2000-05-17,2000,5
25.7,12.9,19.4,7.0,25.1,New York,USA,2000-05-18,2000,5
18.6,9.8,13.1,6.3,21.3,New York,USA,2000-05-19,2000,5
11.3,8.7,10.0,4.7,14.0,New York,USA,2000-05-20,2000,5
13.0,10.8,11.9,1.5,8.4,New York,USA,2000-05-21,2000,5
14.4,10.8,12.3,3.5,13.0,New York,USA,2000-05-22,2000,5
18.5,10.4,13.9,2.6,18.5,New York,USA,2000-05-23,2000,5
25.1,12.9,18.4,11.9,18.2,New York,USA,2000-05-24,2000,5
22.5,13.7,18.5,1.3,26.0,New York,USA,2000-05-25,2000,5
22.6,12.5,17.1,0.0,19.2,New York,USA,2000-05-26,2000,5
19.6,10.4,15.3,0.0,16.3,New York,USA,2000-05-27,2000,5
18.5,11.3,14.9,0.0,13.8,New York,USA,2000-05-28,2000,5
16.9,11.6,14.2,0.0,16.4,New York,USA,2000-05-29,2000,5
15.9,10.9,12.8,0.0,15.3,New York,USA,2000-05-30,2000,5
19.4,9.5,14.3,0.0,9.8,New York,USA,2000-05-31,2000,5
27.5,13.2,20.4,0.0,10.5,New York,USA,2000-06-01,2000,6
30.9,16.1,24.1,0.0,15.6,New York,USA,2000-06-02,2000,6
23.0,15.3,19.5,0.0,24.3,New York,USA,2000-06-03,2000,6
21.5,12.0,16.9,0.0,17.0,New York,USA,2000-06-04,2000,6
18.0,13.1,15.2,0.0,21.2,New York,USA,2000-06-05,2000,6
13.9,10.9,13.0,23.7,24.5,New York,USA,2000-06-06,2000,6
21.5,9.5,15.1,8.2,27.8,New York,USA,2000-06-07,2000,6
24.1,12.3,18.9,0.0,16.1,New York,USA,2000-06-08,2000,6
29.8,16.7,23.1,0.0,18.1,New York,USA,2000-06-09,2000,6
31.9,19.0,25.4,0.0,16.3,New York,USA,2000-06-10,2000,6
32.7,20.6,26.8,0.0,15.2,New York,USA,2000-06-11,2000,6
24.8,14.2,19.7,8.8,15.5,New York,USA,2000-06-12,2000,6
16.5,13.8,14.8,4.6,14.6,New York,USA,2000-06-13,2000,6
16.6,13.4,14.9,3.1,13.3,New York,USA,2000-06-14,2000,6
24.2,15.0,19.1,0.0,11.3,New York,USA,2000-06-15,2000,6
28.9,20.5,24.4,0.2,17.6,New York,USA,2000-06-16,2000,6
30.6,22.5,25.5,4.3,18.8,New York,USA,2000-06-17,2000,6
21.8,19.3,20.5,6.7,11.3,New York,USA,2000-06-18,2000,6
21.6,17.4,19.5,0.3,13.1,New York,USA,2000-06-19,2000,6
26.5,14.2,20.8,0.0,11.3,New York,USA,2000-06-20,2000,6
26.3,17.2,22.1,0.0,24.6,New York,USA,2000-06-21,2000,6
27.3,19.8,22.9,5.0,16.3,New York,USA,2000-06-22,2000,6
26.0,18.5,22.3,0.0,15.3,New York,USA,2000-06-23,2000,6
27.5,17.9,22.6,0.0,15.4,New York,USA,2000-06-24,2000,6
30.2,19.7,24.7,0.0,21.3,New York,USA,2000-06-25,2000,6
30.4,21.7,25.4,16.6,14.1,New York,USA,2000-06-26,2000,6
30.2,22.2,24.6,5.4,20.9,New York,USA,2000-06-27,2000,6
25.8,18.5,21.8,1.2,13.3,New York,USA,2000-06-28,2000,6
22.8,17.8,20.2,0.4,9.7,New York,USA,2000-06-29,2000,6
24.6,17.0,20.6,0.0,15.4,New York,USA,2000-06-30,2000,6
25.7,15.5,21.3,0.0,7.7,New York,USA,2000-07-01,2000,7
29.0,16.4,23.1,0.0,10.9,New York,USA,2000-07-02,2000,7
29.0,18.7,23.6,2.2,12.1,New York,USA,2000-07-03,2000,7
27.4,20.8,24.1,0.2,10.8,New York,USA,2000-07-04,2000,7
28.5,19.5,24.1,0.0,16.7,New York,USA,2000-07-05,2000,7
25.0,16.3,21.0,0.0,12.8,New York,USA,2000-07-06,2000,7
23.7,16.6,20.1,0.0,20.1,New York,USA,2000-07-07,2000,7
25.0,14.4,19.9,0.0,16.6,New York,USA,2000-07-08,2000,7
28.3,14.3,21.9,0.0,17.4,New York,USA,2000-07-09,2000,7
31.5,22.2,26.0,0.2,20.8,New York,USA,2000-07-10,2000,7
27.4,18.6,23.4,0.0,14.7,New York,USA,2000-07-11,2000,7
27.3,17.3,22.5,0.0,14.2,New York,USA,2000-07-12,2000,7
28.3,16.4,23.0,0.0,18.7,New York,USA,2000-07-13,2000,7
26.1,16.5,21.6,1.8,18.2,New York,USA,2000-07-14,2000,7
20.1,19.3,19.7,45.3,22.9,New York,USA,2000-07-15,2000,7
25.4,18.2,21.4,0.7,11.6,New York,USA,2000-07-16,2000,7
25.4,18.1,21.8,0.7,11.6,New York,USA,2000-07-17,2000,7
29.5,19.2,24.0,0.0,20.2,New York,USA,2000-07-18,2000,7
21.9,15.5,18.4,1.8,14.2,New York,USA,2000-07-19,2000,7
23.3,15.2,19.3,0.0,16.1,New York,USA,2000-07-20,2000,7
26.9,15.1,21.3,0.0,12.2,New York,USA,2000-07-21,2000,7
26.0,18.4,22.0,0.0,16.9,New York,USA,2000-07-22,2000,7
25.6,15.2,20.8,0.0,10.1,New York,USA,2000-07-23,2000,7
24.3,16.3,20.9,0.0,10.9,New York,USA,2000-07-24,2000,7
23.9,17.3,20.4,0.0,10.4,New York,USA,2000-07-25,2000,7
19.3,17.8,18.5,51.6,20.1,New York,USA,2000-07-26,2000,7
22.4,18.6,20.1,26.3,15.6,New York,USA,2000-07-27,2000,7
23.1,18.2,20.3,0.5,10.3,New York,USA,2000-07-28,2000,7
23.6,17.4,20.4,0.3,10.7,New York,USA,2000-07-29,2000,7
24.0,18.1,20.9,2.5,10.9,New York,USA,2000-07-30,2000,7
25.0,20.4,21.9,14.5,14.1,New York,USA,2000-07-31,2000,7
26.1,20.2,22.6,8.9,13.9,New York,USA,2000-08-01,2000,8
29.1,21.0,24.7,2.0,12.2,New York,USA,2000-08-02,2000,8
27.7,22.7,24.6,2.7,14.0,New York,USA,2000-08-03,2000,8
25.8,20.1,22.6,0.9,10.9,New York,USA,2000-08-04,2000,8
25.4,18.0,21.8,0.0,13.7,New York,USA,2000-08-05,2000,8
24.8,16.2,21.1,0.3,19.8,New York,USA,2000-08-06,2000,8
31.2,22.1,25.8,3.9,18.6,New York,USA,2000-08-07,2000,8
30.3,22.5,25.8,0.0,14.4,New York,USA,2000-08-08,2000,8
30.4,21.5,26.1,0.0,14.2,New York,USA,2000-08-09,2000,8
28.5,21.4,24.5,13.0,12.1,New York,USA,2000-08-10,2000,8
26.5,19.8,22.9,10.1,9.8,New York,USA,2000-08-11,2000,8
23.0,18.7,20.3,18.5,16.3,New York,USA,2000-08-12,2000,8
21.6,17.4,19.5,0.6,21.4,New York,USA,2000-08-13,2000,8
20.7,18.3,19.0,13.6,15.2,New York,USA,2000-08-14,2000,8
25.2,18.2,21.0,0.8,14.1,New York,USA,2000-08-15,2000,8
27.2,19.3,22.1,2.4,20.1,New York,USA,2000-08-16,2000,8
23.1,16.0,19.4,0.0,14.5,New York,USA,2000-08-17,2000,8
21.0,15.7,18.0,6.9,12.0,New York,USA,2000-08-18,2000,8
23.1,14.9,18.9,0.0,15.1,New York,USA,2000-08-19,2000,8
21.6,15.6,18.2,0.0,14.4,New York,USA,2000-08-20,2000,8
22.6,12.2,17.7,0.0,11.3,New York,USA,2000-08-21,2000,8
24.2,13.2,19.1,0.0,11.9,New York,USA,2000-08-22,2000,8
23.7,16.1,19.8,4.2,20.2,New York,USA,2000-08-23,2000,8
26.0,18.7,21.8,0.9,8.5,New York,USA,2000-08-24,2000,8
25.9,16.8,21.0,0.0,13.0,New York,USA,2000-08-25,2000,8
26.6,15.7,21.4,0.0,10.2,New York,USA,2000-08-26,2000,8
27.2,17.1,22.0,0.0,11.2,New York,USA,2000-08-27,2000,8
25.6,19.3,21.9,1.4,12.7,New York,USA,2000-08-28,2000,8
24.2,19.7,21.2,0.1,18.4,New York,USA,2000-08-29,2000,8
25.9,19.2,22.3,0.1,11.7,New York,USA,2000-08-30,2000,8
27.1,20.3,23.4,0.2,13.3,New York,USA,2000-08-31,2000,8
28.0,20.9,23.8,4.6,9.9,New York,USA,2000-09-01,2000,9
27.4,21.8,23.8,7.6,10.1,New York,USA,2000-09-02,2000,9
27.3,21.5,23.7,6.5,9.1,New York,USA,2000-09-03,2000,9
26.0,17.9,22.7,7.4,23.7,New York,USA,2000-09-04,2000,9
18.8,12.9,15.8,0.0,23.8,New York,USA,2000-09-05,2000,9
19.1,12.0,15.3,0.0,15.1,New York,USA,2000-09-06,2000,9
20.6,10.9,16.5,0.0,11.9,New York,USA,2000-09-07,2000,9
24.6,12.5,18.5,0.0,13.1,New York,USA,2000-09-08,2000,9
28.1,16.0,21.9,0.0,12.2,New York,USA,2000-09-09,2000,9
26.1,18.8,21.7,0.2,11.7,New York,USA,2000-09-10,2000,9
24.0,18.9,21.0,0.0,13.3,New York,USA,2000-09-11,2000,9
26.8,18.2,22.2,0.0,16.5,New York,USA,2000-09-12,2000,9
25.5,18.5,22.1,4.3,15.2,New York,USA,2000-09-13,2000,9
23.8,14.7,19.5,0.0,13.8,New York,USA,2000-09-14,2000,9
21.6,16.2,19.7,21.2,20.0,New York,USA,2000-09-15,2000,9
18.1,12.2,15.0,0.0,16.3,New York,USA,2000-09-16,2000,9
20.5,10.1,15.1,0.0,19.7,New York,USA,2000-09-17,2000,9
23.9,12.7,18.2,0.0,13.5,New York,USA,2000-09-18,2000,9
21.8,15.3,18.8,21.8,19.2,New York,USA,2000-09-19,2000,9
27.3,16.8,21.5,1.1,18.0,New York,USA,2000-09-20,2000,9
23.0,16.0,20.6,0.0,21.0,New York,USA,2000-09-21,2000,9
19.6,11.7,15.8,0.0,11.3,New York,USA,2000-09-22,2000,9
19.8,12.0,16.7,0.1,15.0,New York,USA,2000-09-23,2000,9
22.2,16.9,19.6,1.8,15.1,New York,USA,2000-09-24,2000,9
16.2,11.8,14.3,3.4,15.0,New York,USA,2000-09-25,2000,9
13.0,10.6,11.6,18.5,24.6,New York,USA,2000-09-26,2000,9
19.6,7.6,13.5,0.0,12.3,New York,USA,2000-09-27,2000,9
17.9,10.7,13.9,0.0,15.5,New York,USA,2000-09-28,2000,9
13.9,6.6,10.3,0.0,13.0,New York,USA,2000-09-29,2000,9
17.3,9.9,13.2,0.0,10.3,New York,USA,2000-09-30,2000,9
19.5,10.1,14.3,0.0,9.0,New York,USA,2000-10-01,2000,10
20.8,10.3,14.8,0.0,7.9,New York,USA,2000-10-02,2000,10
26.0,12.0,18.3,0.0,14.1,New York,USA,2000-10-03,2000,10
23.2,12.5,18.1,3.4,14.6,New York,USA,2000-10-04,2000,10
17.4,13.2,15.4,3.3,13.0,New York,USA,2000-10-05,2000,10
23.0,14.8,18.9,0.0,17.6,New York,USA,2000-10-06,2000,10
16.1,10.0,12.9,0.0,14.8,New York,USA,2000-10-07,2000,10
12.5,5.4,8.9,0.1,15.7,New York,USA,2000-10-08,2000,10
9.9,3.5,6.4,0.0,17.6,New York,USA,2000-10-09,2000,10
9.9,2.4,6.1,0.6,24.7,New York,USA,2000-10-10,2000,10
17.9,7.1,11.7,0.0,18.8,New York,USA,2000-10-11,2000,10
20.2,5.4,12.5,0.0,10.5,New York,USA,2000-10-12,2000,10
21.8,6.9,14.1,0.0,11.3,New York,USA,2000-10-13,2000,10
24.1,10.1,16.4,0.0,12.9,New York,USA,2000-10-14,2000,10
24.1,13.4,18.0,0.0,13.0,New York,USA,2000-10-15,2000,10
16.0,12.7,14.5,0.0,17.4,New York,USA,2000-10-16,2000,10
14.5,11.7,12.8,1.3,13.5,New York,USA,2000-10-17,2000,10
17.1,12.3,14.3,6.3,14.3,New York,USA,2000-10-18,2000,10
17.4,9.0,12.6,0.0,20.6,New York,USA,2000-10-19,2000,10
17.9,5.9,11.4,0.0,10.7,New York,USA,2000-10-20,2000,10
21.9,8.8,14.4,0.0,11.2,New York,USA,2000-10-21,2000,10
15.1,8.4,12.0,0.0,17.2,New York,USA,2000-10-22,2000,10
14.1,6.0,9.7,0.0,12.9,New York,USA,2000-10-23,2000,10
18.3,5.9,11.3,0.0,11.4,New York,USA,2000-10-24,2000,10
19.6,8.8,13.7,0.0,9.7,New York,USA,2000-10-25,2000,10
19.0,10.6,13.7,0.0,7.9,New York,USA,2000-10-26,2000,10
18.9,9.4,13.6,0.0,6.8,New York,USA,2000-10-27,2000,10
14.3,5.4,11.2,0.0,28.4,New York,USA,2000-10-28,2000,10
8.4,2.6,4.6,0.1,23.8,New York,USA,2000-10-29,2000,10
8.9,2.3,5.1,0.0,24.3,New York,USA,2000-10-30,2000,10
12.9,4.2,8.0,0.0,21.9,New York,USA,2000-10-31,2000,10
13.3,4.7,8.2,0.0,19.5,New York,USA,2000-11-01,2000,11
15.9,5.5,9.6,0.0,17.1,New York,USA,2000-11-02,2000,11
16.9,5.5,10.5,0.0,13.0,New York,USA,2000-11-03,2000,11
18.7,8.6,12.8,0.0,16.0,New York,USA,2000-11-04,2000,11
11.0,6.0,8.5,0.0,25.8,New York,USA,2000-11-05,2000,11
12.7,3.7,7.3,0.0,17.0,New York,USA,2000-11-06,2000,11
13.4,2.7,7.5,0.0,10.5,New York,USA,2000-11-07,2000,11
15.3,3.8,9.1,0.0,9.1,New York,USA,2000-11-08,2000,11
15.5,8.1,11.8,1.0,14.8,New York,USA,2000-11-09,2000,11
16.0,11.3,13.1,25.4,22.0,New York,USA,2000-11-10,2000,11
11.9,9.0,10.5,1.9,20.3,New York,USA,2000-11-11,2000,11
11.5,7.3,8.9,0.0,20.0,New York,USA,2000-11-12,2000,11
11.0,3.2,7.6,0.0,9.6,New York,USA,2000-11-13,2000,11
12.2,5.9,9.3,9.4,19.2,New York,USA,2000-11-14,2000,11
8.3,2.3,5.0,0.0,25.7,New York,USA,2000-11-15,2000,11
8.1,0.7,4.8,0.0,14.7,New York,USA,2000-11-16,2000,11
10.7,4.0,7.3,0.3,21.0,New York,USA,2000-11-17,2000,11
7.1,0.5,3.7,0.0,17.6,New York,USA,2000-11-18,2000,11
4.9,-0.9,2.0,0.0,12.3,New York,USA,2000-11-19,2000,11
6.4,-3.3,1.2,1.9,18.4,New York,USA,2000-11-20,2000,11
4.9,-1.8,0.6,0.3,21.3,New York,USA,2000-11-21,2000,11
1.3,-2.5,-1.0,0.0,27.4,New York,USA,2000-11-22,2000,11
2.2,-4.2,-1.8,0.0,21.9,New York,USA,2000-11-23,2000,11
1.8,-5.5,-2.4,0.0,12.0,New York,USA,2000-11-24,2000,11
5.4,-3.6,0.9,0.0,12.8,New York,USA,2000-11-25,2000,11
11.8,4.3,8.5,15.5,28.2,New York,USA,2000-11-26,2000,11
10.1,4.5,6.7,0.0,19.4,New York,USA,2000-11-27,2000,11
9.2,2.4,5.8,0.0,13.1,New York,USA,2000-11-28,2000,11
8.6,0.3,4.3,2.6,14.6,New York,USA,2000-11-29,2000,11
6.9,1.0,3.8,3.8,24.6,New York,USA,2000-11-30,2000,11
4.2,-1.6,1.2,0.0,15.1,New York,USA,2000-12-01,2000,12
0.9,-3.3,-1.4,0.0,16.6,New York,USA,2000-12-02,2000,12
1.0,-5.5,-2.8,0.0,13.3,New York,USA,2000-12-03,2000,12
5.5,-5.2,-1.6,0.0,11.1,New York,USA,2000-12-04,2000,12
6.2,-4.1,0.8,0.0,19.5,New York,USA,2000-12-05,2000,12
-0.5,-4.1,-2.3,0.0,19.4,New York,USA,2000-12-06,2000,12
1.0,-4.3,-1.9,0.0,21.0,New York,USA,2000-12-07,2000,12
0.7,-3.1,-1.6,1.4,9.5,New York,USA,2000-12-08,2000,12
1.0,-4.3,-2.2,0.2,14.4,New York,USA,2000-12-09,2000,12
4.9,-4.8,0.0,0.6,10.1,New York,USA,2000-12-10,2000,12
5.8,-2.8,1.8,0.5,10.4,New York,USA,2000-12-11,2000,12
8.4,-2.8,3.7,0.5,40.9,New York,USA,2000-12-12,2000,12
-0.9,-5.5,-3.1,0.0,17.1,New York,USA,2000-12-13,2000,12
6.0,-1.8,2.9,18.5,15.6,New York,USA,2000-12-14,2000,12
2.2,-2.9,-0.6,0.0,10.4,New York,USA,2000-12-15,2000,12
10.8,-1.0,4.5,5.8,19.7,New York,USA,2000-12-16,2000,12
15.1,1.3,11.1,21.6,34.2,New York,USA,2000-12-17,2000,12
1.2,-3.2,-1.1,0.0,32.8,New York,USA,2000-12-18,2000,12
4.1,-4.1,-0.4,0.0,17.3,New York,USA,2000-12-19,2000,12
1.0,-3.9,-1.4,3.0,25.1,New York,USA,2000-12-20,2000,12
0.1,-5.7,-3.2,0.0,10.5,New York,USA,2000-12-21,2000,12
0.3,-8.6,-2.2,1.4,26.1,New York,USA,2000-12-22,2000,12
-1.7,-10.5,-6.8,0.0,26.3,New York,USA,2000-12-23,2000,12
0.0,-6.4,-3.6,0.0,16.2,New York,USA,2000-12-24,2000,12
-4.3,-10.1,-7.2,0.0,28.8,New York,USA,2000-12-25,2000,12
-2.1,-10.5,-7.1,0.0,23.7,New York,USA,2000-12-26,2000,12
-0.5,-7.8,-4.9,0.0,19.7,New York,USA,2000-12-27,2000,12
