temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,city,country,date,year,month
25.1,8.6,14.7,0.0,9.5,Los Angeles,USA,2003-01-03,2003,1
26.1,10.0,15.9,0.0,9.5,Los Angeles,USA,2003-01-04,2003,1
25.9,9.3,15.8,0.0,9.5,Los Angeles,USA,2003-01-05,2003,1
22.8,11.9,17.5,0.0,21.1,Los Angeles,USA,2003-01-06,2003,1
26.3,13.7,18.9,0.0,20.6,Los Angeles,USA,2003-01-07,2003,1
18.8,9.8,13.8,0.1,9.0,Los Angeles,USA,2003-01-08,2003,1
16.2,10.6,12.7,0.1,9.6,Los Angeles,USA,2003-01-09,2003,1
15.3,8.0,11.4,0.0,6.1,Los Angeles,USA,2003-01-10,2003,1
18.3,6.4,11.4,0.0,8.1,Los Angeles,USA,2003-01-11,2003,1
19.0,6.1,11.8,0.0,9.4,Los Angeles,USA,2003-01-12,2003,1
22.3,6.6,13.0,0.0,6.8,Los Angeles,USA,2003-01-13,2003,1
20.0,6.8,12.6,0.0,7.4,Los Angeles,USA,2003-01-14,2003,1
24.7,7.4,13.8,0.0,11.2,Los Angeles,USA,2003-01-15,2003,1
26.2,7.9,15.1,0.0,11.0,Los Angeles,USA,2003-01-16,2003,1
26.9,8.5,15.9,0.0,8.7,Los Angeles,USA,2003-01-17,2003,1
24.8,9.7,15.6,0.0,8.2,Los Angeles,USA,2003-01-18,2003,1
22.2,9.0,14.4,0.0,7.7,Los Angeles,USA,2003-01-19,2003,1
19.2,9.7,13.6,0.0,11.0,Los Angeles,USA,2003-01-20,2003,1
18.0,9.5,12.7,0.0,11.4,Los Angeles,USA,2003-01-21,2003,1
19.2,7.5,12.9,0.0,10.5,Los Angeles,USA,2003-01-22,2003,1
23.7,9.7,15.4,0.0,7.9,Los Angeles,USA,2003-01-23,2003,1
25.5,9.5,16.4,0.0,11.3,Los Angeles,USA,2003-01-24,2003,1
27.7,11.0,17.8,0.0,10.3,Los Angeles,USA,2003-01-25,2003,1
28.5,11.5,18.8,0.0,10.2,Los Angeles,USA,2003-01-26,2003,1
26.1,10.3,17.7,0.0,8.8,Los Angeles,USA,2003-01-27,2003,1
22.9,9.8,15.8,0.0,6.3,Los Angeles,USA,2003-01-28,2003,1
24.9,8.2,15.4,0.0,11.6,Los Angeles,USA,2003-01-29,2003,1
28.9,9.8,18.0,0.0,8.4,Los Angeles,USA,2003-01-30,2003,1
32.5,13.3,21.2,0.0,10.0,Los Angeles,USA,2003-01-31,2003,1
24.5,12.8,18.2,0.0,11.0,Los Angeles,USA,2003-02-01,2003,2
21.1,7.7,13.7,0.0,11.5,Los Angeles,USA,2003-02-02,2003,2
21.9,6.3,13.2,0.0,10.0,Los Angeles,USA,2003-02-03,2003,2
21.5,5.2,12.5,0.0,14.0,Los Angeles,USA,2003-02-04,2003,2
19.4,5.3,11.7,0.0,14.4,Los Angeles,USA,2003-02-05,2003,2
18.7,3.7,11.0,0.0,8.9,Los Angeles,USA,2003-02-06,2003,2
18.2,4.4,10.9,0.0,14.4,Los Angeles,USA,2003-02-07,2003,2
18.5,4.1,11.2,0.0,13.5,Los Angeles,USA,2003-02-08,2003,2
20.3,2.9,11.0,0.0,9.9,Los Angeles,USA,2003-02-09,2003,2
22.5,5.8,13.5,0.0,10.5,Los Angeles,USA,2003-02-10,2003,2
13.9,8.3,11.3,20.2,15.8,Los Angeles,USA,2003-02-11,2003,2
14.6,10.9,12.7,45.9,20.1,Los Angeles,USA,2003-02-12,2003,2
17.3,11.7,13.8,7.6,8.1,Los Angeles,USA,2003-02-13,2003,2
19.8,8.4,13.2,0.0,12.5,Los Angeles,USA,2003-02-14,2003,2
17.4,9.8,13.0,0.0,7.0,Los Angeles,USA,2003-02-15,2003,2
17.2,10.2,13.1,0.1,10.1,Los Angeles,USA,2003-02-16,2003,2
18.0,8.5,12.8,0.0,7.4,Los Angeles,USA,2003-02-17,2003,2
19.0,7.1,12.1,0.0,8.4,Los Angeles,USA,2003-02-18,2003,2
16.7,6.7,11.2,1.2,12.9,Los Angeles,USA,2003-02-19,2003,2
20.7,4.5,11.7,0.0,13.6,Los Angeles,USA,2003-02-20,2003,2
21.3,7.1,13.4,0.0,9.7,Los Angeles,USA,2003-02-21,2003,2
18.3,7.7,12.4,0.0,11.6,Los Angeles,USA,2003-02-22,2003,2
15.3,7.6,11.4,0.0,9.2,Los Angeles,USA,2003-02-23,2003,2
14.6,10.1,11.7,3.3,19.8,Los Angeles,USA,2003-02-24,2003,2
14.0,8.1,11.1,13.7,14.3,Los Angeles,USA,2003-02-25,2003,2
15.4,7.1,10.6,0.4,12.8,Los Angeles,USA,2003-02-26,2003,2
13.3,7.0,9.9,2.6,14.2,Los Angeles,USA,2003-02-27,2003,2
16.7,5.6,10.5,0.0,16.7,Los Angeles,USA,2003-02-28,2003,2
16.1,6.4,10.7,0.0,13.9,Los Angeles,USA,2003-03-01,2003,3
18.9,4.9,11.6,0.0,13.1,Los Angeles,USA,2003-03-02,2003,3
15.0,4.3,9.7,0.0,11.2,Los Angeles,USA,2003-03-03,2003,3
13.3,6.1,9.8,1.0,8.1,Los Angeles,USA,2003-03-04,2003,3
18.4,3.7,10.4,0.0,12.6,Los Angeles,USA,2003-03-05,2003,3
18.2,5.1,11.3,0.0,10.4,Los Angeles,USA,2003-03-06,2003,3
19.1,5.4,12.0,0.0,11.3,Los Angeles,USA,2003-03-07,2003,3
19.8,7.1,13.0,0.0,10.5,Los Angeles,USA,2003-03-08,2003,3
23.6,7.9,15.2,0.0,12.6,Los Angeles,USA,2003-03-09,2003,3
24.4,8.5,15.7,0.0,10.2,Los Angeles,USA,2003-03-10,2003,3
22.9,9.8,15.7,0.0,10.5,Los Angeles,USA,2003-03-11,2003,3
23.0,8.9,15.2,0.0,10.0,Los Angeles,USA,2003-03-12,2003,3
22.3,10.5,15.5,0.0,12.9,Los Angeles,USA,2003-03-13,2003,3
19.7,12.3,14.9,0.0,13.2,Los Angeles,USA,2003-03-14,2003,3
13.9,12.2,13.1,68.4,15.1,Los Angeles,USA,2003-03-15,2003,3
17.3,9.8,13.4,11.2,19.2,Los Angeles,USA,2003-03-16,2003,3
17.0,6.6,11.7,0.0,22.6,Los Angeles,USA,2003-03-17,2003,3
20.2,5.6,12.4,0.0,21.2,Los Angeles,USA,2003-03-18,2003,3
20.3,5.4,12.6,0.0,13.2,Los Angeles,USA,2003-03-19,2003,3
16.6,7.1,12.1,0.0,11.2,Los Angeles,USA,2003-03-20,2003,3
22.3,6.9,14.0,0.0,13.0,Los Angeles,USA,2003-03-21,2003,3
22.9,8.2,15.5,0.0,10.0,Los Angeles,USA,2003-03-22,2003,3
20.3,10.2,14.6,0.0,11.8,Los Angeles,USA,2003-03-23,2003,3
16.7,11.4,13.6,0.0,10.0,Los Angeles,USA,2003-03-24,2003,3
24.8,8.4,16.3,0.0,9.9,Los Angeles,USA,2003-03-25,2003,3
26.6,10.5,18.3,0.0,13.7,Los Angeles,USA,2003-03-26,2003,3
24.8,12.3,17.7,0.0,19.6,Los Angeles,USA,2003-03-27,2003,3
24.0,10.2,16.8,0.0,17.3,Los Angeles,USA,2003-03-28,2003,3
26.5,7.9,16.7,0.0,9.5,Los Angeles,USA,2003-03-29,2003,3
30.1,9.5,19.4,0.0,10.9,Los Angeles,USA,2003-03-30,2003,3
29.2,11.1,19.8,0.0,13.0,Los Angeles,USA,2003-03-31,2003,3
20.8,10.1,15.7,0.0,16.6,Los Angeles,USA,2003-04-01,2003,4
16.4,9.2,12.2,0.3,23.0,Los Angeles,USA,2003-04-02,2003,4
16.7,6.8,11.4,0.0,16.6,Los Angeles,USA,2003-04-03,2003,4
15.9,5.3,10.7,0.0,19.9,Los Angeles,USA,2003-04-04,2003,4
18.9,5.0,11.7,0.0,17.4,Los Angeles,USA,2003-04-05,2003,4
20.9,5.1,12.7,0.0,13.8,Los Angeles,USA,2003-04-06,2003,4
26.5,7.1,16.7,0.0,9.5,Los Angeles,USA,2003-04-07,2003,4
29.2,10.4,19.4,0.0,16.2,Los Angeles,USA,2003-04-08,2003,4
28.9,10.5,19.7,0.0,16.1,Los Angeles,USA,2003-04-09,2003,4
23.5,12.7,17.3,0.0,13.4,Los Angeles,USA,2003-04-10,2003,4
20.4,10.9,15.0,0.0,14.0,Los Angeles,USA,2003-04-11,2003,4
19.2,12.1,14.7,0.3,13.6,Los Angeles,USA,2003-04-12,2003,4
18.4,12.5,14.6,3.5,17.2,Los Angeles,USA,2003-04-13,2003,4
14.3,8.7,11.8,30.2,15.4,Los Angeles,USA,2003-04-14,2003,4
15.8,5.2,11.0,0.6,12.8,Los Angeles,USA,2003-04-15,2003,4
18.0,6.5,12.1,0.0,13.4,Los Angeles,USA,2003-04-16,2003,4
15.0,7.7,11.4,1.3,15.9,Los Angeles,USA,2003-04-17,2003,4
17.1,8.7,12.4,0.1,15.8,Los Angeles,USA,2003-04-18,2003,4
22.0,6.8,14.2,0.0,14.2,Los Angeles,USA,2003-04-19,2003,4
23.7,8.8,16.2,0.0,14.0,Los Angeles,USA,2003-04-20,2003,4
16.1,8.9,13.0,1.0,17.9,Los Angeles,USA,2003-04-21,2003,4
15.5,7.2,11.1,0.2,21.1,Los Angeles,USA,2003-04-22,2003,4
17.5,8.9,12.6,0.0,12.4,Los Angeles,USA,2003-04-23,2003,4
18.6,8.1,13.1,0.0,14.0,Los Angeles,USA,2003-04-24,2003,4
18.3,10.3,13.9,0.6,14.6,Los Angeles,USA,2003-04-25,2003,4
21.0,6.3,13.8,0.0,15.1,Los Angeles,USA,2003-04-26,2003,4
19.3,7.9,13.7,0.0,13.5,Los Angeles,USA,2003-04-27,2003,4
17.3,10.4,13.7,0.6,15.0,Los Angeles,USA,2003-04-28,2003,4
19.1,7.9,13.3,0.0,14.5,Los Angeles,USA,2003-04-29,2003,4
20.4,6.9,13.7,0.0,14.5,Los Angeles,USA,2003-04-30,2003,4
20.2,7.7,13.9,0.0,11.5,Los Angeles,USA,2003-05-01,2003,5
18.7,8.7,13.3,9.0,14.8,Los Angeles,USA,2003-05-02,2003,5
16.9,10.9,12.9,23.7,16.5,Los Angeles,USA,2003-05-03,2003,5
18.6,11.3,14.3,0.1,17.4,Los Angeles,USA,2003-05-04,2003,5
20.5,7.9,14.1,0.0,13.0,Los Angeles,USA,2003-05-05,2003,5
17.5,11.0,13.8,0.0,13.4,Los Angeles,USA,2003-05-06,2003,5
16.0,8.9,12.6,0.7,14.9,Los Angeles,USA,2003-05-07,2003,5
16.0,9.1,12.5,0.1,13.3,Los Angeles,USA,2003-05-08,2003,5
20.3,8.1,13.7,0.0,17.7,Los Angeles,USA,2003-05-09,2003,5
21.5,6.5,14.3,0.0,14.3,Los Angeles,USA,2003-05-10,2003,5
23.8,8.9,16.7,0.0,12.2,Los Angeles,USA,2003-05-11,2003,5
24.6,10.0,17.5,0.0,13.6,Los Angeles,USA,2003-05-12,2003,5
22.7,11.8,17.1,0.0,9.2,Los Angeles,USA,2003-05-13,2003,5
18.1,11.1,14.6,0.0,18.6,Los Angeles,USA,2003-05-14,2003,5
22.1,8.4,15.4,0.0,10.9,Los Angeles,USA,2003-05-15,2003,5
25.8,10.5,18.4,0.0,13.2,Los Angeles,USA,2003-05-16,2003,5
24.2,14.3,18.6,0.0,12.2,Los Angeles,USA,2003-05-17,2003,5
23.8,11.4,17.5,0.0,12.7,Los Angeles,USA,2003-05-18,2003,5
27.7,10.5,20.0,0.0,12.0,Los Angeles,USA,2003-05-19,2003,5
31.4,13.1,22.7,0.0,12.3,Los Angeles,USA,2003-05-20,2003,5
33.3,14.2,24.5,0.0,12.3,Los Angeles,USA,2003-05-21,2003,5
30.4,17.6,23.1,0.0,11.7,Los Angeles,USA,2003-05-22,2003,5
25.2,14.8,19.4,0.0,11.3,Los Angeles,USA,2003-05-23,2003,5
21.5,12.3,16.5,0.0,12.4,Los Angeles,USA,2003-05-24,2003,5
22.1,11.4,16.3,0.0,11.6,Los Angeles,USA,2003-05-25,2003,5
25.1,12.4,18.7,0.0,11.2,Los Angeles,USA,2003-05-26,2003,5
31.2,14.1,22.7,0.0,11.0,Los Angeles,USA,2003-05-27,2003,5
33.7,16.4,25.3,0.0,14.4,Los Angeles,USA,2003-05-28,2003,5
28.5,17.0,22.4,0.0,12.7,Los Angeles,USA,2003-05-29,2003,5
27.2,14.6,20.2,0.0,11.0,Los Angeles,USA,2003-05-30,2003,5
26.9,15.2,20.6,0.0,10.8,Los Angeles,USA,2003-05-31,2003,5
27.2,15.9,21.0,0.0,11.5,Los Angeles,USA,2003-06-01,2003,6
25.8,16.4,20.7,0.0,11.0,Los Angeles,USA,2003-06-02,2003,6
23.7,14.9,18.6,0.0,12.3,Los Angeles,USA,2003-06-03,2003,6
25.0,13.6,18.5,0.0,12.9,Los Angeles,USA,2003-06-04,2003,6
23.7,13.6,17.8,0.0,10.7,Los Angeles,USA,2003-06-05,2003,6
24.3,13.9,18.2,0.0,10.9,Los Angeles,USA,2003-06-06,2003,6
25.1,14.3,19.0,0.0,13.1,Los Angeles,USA,2003-06-07,2003,6
24.6,14.1,19.4,0.0,12.4,Los Angeles,USA,2003-06-08,2003,6
23.5,13.5,18.0,0.0,12.8,Los Angeles,USA,2003-06-09,2003,6
22.7,13.8,17.3,0.0,11.4,Los Angeles,USA,2003-06-10,2003,6
22.4,13.7,17.1,0.0,13.4,Los Angeles,USA,2003-06-11,2003,6
22.8,12.0,16.9,0.0,12.9,Los Angeles,USA,2003-06-12,2003,6
24.9,13.1,18.7,0.0,11.6,Los Angeles,USA,2003-06-13,2003,6
28.0,13.6,20.9,0.0,11.5,Los Angeles,USA,2003-06-14,2003,6
28.8,14.7,21.9,0.0,11.5,Los Angeles,USA,2003-06-15,2003,6
27.4,15.9,21.3,0.0,11.6,Los Angeles,USA,2003-06-16,2003,6
27.2,16.2,21.0,0.0,11.2,Los Angeles,USA,2003-06-17,2003,6
25.8,15.6,20.0,0.0,11.4,Los Angeles,USA,2003-06-18,2003,6
22.6,14.0,17.8,0.0,11.9,Los Angeles,USA,2003-06-19,2003,6
20.1,13.9,16.3,0.1,12.6,Los Angeles,USA,2003-06-20,2003,6
20.6,13.3,16.1,0.0,11.6,Los Angeles,USA,2003-06-21,2003,6
20.9,13.5,16.3,0.0,11.6,Los Angeles,USA,2003-06-22,2003,6
21.1,12.9,16.1,0.0,12.9,Los Angeles,USA,2003-06-23,2003,6
25.2,13.2,18.4,0.0,14.1,Los Angeles,USA,2003-06-24,2003,6
31.9,12.7,22.8,0.0,12.0,Los Angeles,USA,2003-06-25,2003,6
33.9,15.0,24.7,0.0,14.3,Los Angeles,USA,2003-06-26,2003,6
30.4,18.3,23.8,0.0,12.6,Los Angeles,USA,2003-06-27,2003,6
28.4,18.1,22.6,0.0,10.7,Los Angeles,USA,2003-06-28,2003,6
30.2,17.7,23.2,0.0,11.5,Los Angeles,USA,2003-06-29,2003,6
31.2,16.3,24.2,0.0,12.7,Los Angeles,USA,2003-06-30,2003,6
32.5,18.3,25.4,0.0,12.2,Los Angeles,USA,2003-07-01,2003,7
32.6,17.9,25.2,0.0,13.0,Los Angeles,USA,2003-07-02,2003,7
34.3,17.9,26.4,0.0,14.7,Los Angeles,USA,2003-07-03,2003,7
33.8,17.9,26.2,0.0,13.2,Los Angeles,USA,2003-07-04,2003,7
33.1,17.5,25.9,0.0,13.3,Los Angeles,USA,2003-07-05,2003,7
30.2,20.0,24.5,0.0,12.1,Los Angeles,USA,2003-07-06,2003,7
28.9,17.3,22.6,0.0,12.6,Los Angeles,USA,2003-07-07,2003,7
29.2,18.4,23.3,0.0,10.6,Los Angeles,USA,2003-07-08,2003,7
31.3,18.6,24.2,0.0,10.5,Los Angeles,USA,2003-07-09,2003,7
33.1,19.2,26.5,0.0,10.3,Los Angeles,USA,2003-07-10,2003,7
32.5,19.5,25.8,0.0,12.9,Los Angeles,USA,2003-07-11,2003,7
32.7,19.4,25.8,0.0,10.2,Los Angeles,USA,2003-07-12,2003,7
32.8,19.8,26.4,0.0,11.6,Los Angeles,USA,2003-07-13,2003,7
33.4,21.3,27.3,0.0,10.7,Los Angeles,USA,2003-07-14,2003,7
33.9,21.6,27.8,0.0,14.9,Los Angeles,USA,2003-07-15,2003,7
35.5,21.0,28.3,0.0,10.5,Los Angeles,USA,2003-07-16,2003,7
34.9,21.3,27.8,0.0,11.4,Los Angeles,USA,2003-07-17,2003,7
30.4,21.8,25.5,0.0,10.5,Los Angeles,USA,2003-07-18,2003,7
31.7,20.5,25.5,0.0,14.2,Los Angeles,USA,2003-07-19,2003,7
32.3,20.0,25.7,0.0,13.2,Los Angeles,USA,2003-07-20,2003,7
33.4,19.7,26.0,0.0,13.6,Los Angeles,USA,2003-07-21,2003,7
30.5,19.5,25.1,0.0,13.3,Los Angeles,USA,2003-07-22,2003,7
31.1,19.8,25.1,0.0,11.6,Los Angeles,USA,2003-07-23,2003,7
29.7,19.6,23.9,0.0,11.5,Los Angeles,USA,2003-07-24,2003,7
30.4,18.7,23.4,0.0,12.5,Los Angeles,USA,2003-07-25,2003,7
30.8,18.3,24.0,0.0,14.8,Los Angeles,USA,2003-07-26,2003,7
31.3,19.1,24.4,0.0,16.4,Los Angeles,USA,2003-07-27,2003,7
29.8,19.5,23.9,0.0,11.2,Los Angeles,USA,2003-07-28,2003,7
31.2,19.9,24.9,0.0,9.7,Los Angeles,USA,2003-07-29,2003,7
31.8,19.9,24.6,0.0,14.8,Los Angeles,USA,2003-07-30,2003,7
30.4,19.3,24.3,0.0,14.8,Los Angeles,USA,2003-07-31,2003,7
30.1,19.0,23.9,0.0,14.8,Los Angeles,USA,2003-08-01,2003,8
30.2,19.5,23.9,0.0,15.7,Los Angeles,USA,2003-08-02,2003,8
29.5,17.5,23.1,0.0,13.0,Los Angeles,USA,2003-08-03,2003,8
31.5,17.3,24.1,0.0,14.2,Los Angeles,USA,2003-08-04,2003,8
31.9,16.5,24.1,0.0,12.5,Los Angeles,USA,2003-08-05,2003,8
30.5,17.8,23.4,0.0,13.0,Los Angeles,USA,2003-08-06,2003,8
32.8,17.4,24.8,0.0,13.0,Los Angeles,USA,2003-08-07,2003,8
34.6,17.5,26.1,0.0,11.4,Los Angeles,USA,2003-08-08,2003,8
35.8,19.3,27.7,0.0,12.8,Los Angeles,USA,2003-08-09,2003,8
37.5,20.9,28.9,0.0,13.7,Los Angeles,USA,2003-08-10,2003,8
37.0,21.2,28.9,0.0,11.2,Los Angeles,USA,2003-08-11,2003,8
36.5,21.2,28.4,0.0,12.2,Los Angeles,USA,2003-08-12,2003,8
37.2,20.5,28.7,0.0,14.5,Los Angeles,USA,2003-08-13,2003,8
36.5,21.1,28.6,0.0,14.8,Los Angeles,USA,2003-08-14,2003,8
36.1,21.7,28.2,0.0,13.2,Los Angeles,USA,2003-08-15,2003,8
35.7,20.8,27.8,0.0,14.8,Los Angeles,USA,2003-08-16,2003,8
36.2,20.8,28.1,0.0,13.0,Los Angeles,USA,2003-08-17,2003,8
33.5,21.7,26.7,0.0,12.0,Los Angeles,USA,2003-08-18,2003,8
31.3,19.5,24.1,0.0,13.2,Los Angeles,USA,2003-08-19,2003,8
31.7,19.4,24.5,0.0,12.9,Los Angeles,USA,2003-08-20,2003,8
29.5,20.2,23.9,0.2,13.0,Los Angeles,USA,2003-08-21,2003,8
29.1,18.6,22.9,0.0,13.8,Los Angeles,USA,2003-08-22,2003,8
32.0,16.9,24.0,0.0,13.2,Los Angeles,USA,2003-08-23,2003,8
35.2,20.6,27.0,0.0,17.9,Los Angeles,USA,2003-08-24,2003,8
33.8,20.6,26.5,0.0,17.1,Los Angeles,USA,2003-08-25,2003,8
33.3,20.8,25.9,0.0,17.8,Los Angeles,USA,2003-08-26,2003,8
33.6,20.0,25.9,0.0,14.3,Los Angeles,USA,2003-08-27,2003,8
31.4,19.8,25.7,0.0,13.0,Los Angeles,USA,2003-08-28,2003,8
32.1,19.1,25.2,0.0,12.0,Los Angeles,USA,2003-08-29,2003,8
31.6,17.3,24.2,0.0,12.8,Los Angeles,USA,2003-08-30,2003,8
30.2,19.2,24.3,0.0,11.0,Los Angeles,USA,2003-08-31,2003,8
30.8,19.3,24.6,0.0,12.6,Los Angeles,USA,2003-09-01,2003,9
32.1,20.1,25.2,0.0,15.3,Los Angeles,USA,2003-09-02,2003,9
31.8,20.3,25.4,0.0,15.6,Los Angeles,USA,2003-09-03,2003,9
35.0,20.1,26.9,0.0,15.3,Los Angeles,USA,2003-09-04,2003,9
35.4,21.5,28.1,0.0,14.0,Los Angeles,USA,2003-09-05,2003,9
34.2,20.7,27.0,0.0,11.9,Los Angeles,USA,2003-09-06,2003,9
32.4,19.9,25.4,0.0,13.6,Los Angeles,USA,2003-09-07,2003,9
28.8,17.2,22.3,0.0,12.8,Los Angeles,USA,2003-09-08,2003,9
24.7,16.0,19.7,0.0,13.6,Los Angeles,USA,2003-09-09,2003,9
27.0,15.1,20.1,0.0,13.2,Los Angeles,USA,2003-09-10,2003,9
31.6,16.2,23.5,0.0,12.2,Los Angeles,USA,2003-09-11,2003,9
30.2,19.5,23.7,0.0,12.0,Los Angeles,USA,2003-09-12,2003,9
29.0,18.6,22.9,0.0,10.3,Los Angeles,USA,2003-09-13,2003,9
30.8,18.8,23.9,0.0,12.2,Los Angeles,USA,2003-09-14,2003,9
30.1,17.1,22.9,0.0,11.4,Los Angeles,USA,2003-09-15,2003,9
28.9,17.3,22.4,0.0,11.2,Los Angeles,USA,2003-09-16,2003,9
27.2,14.9,20.6,0.0,10.1,Los Angeles,USA,2003-09-17,2003,9
29.6,15.3,22.4,0.0,10.7,Los Angeles,USA,2003-09-18,2003,9
31.6,15.9,23.5,0.0,11.2,Los Angeles,USA,2003-09-19,2003,9
32.3,17.1,24.5,0.0,12.8,Los Angeles,USA,2003-09-20,2003,9
34.3,16.5,25.5,0.0,11.5,Los Angeles,USA,2003-09-21,2003,9
34.4,17.1,25.5,0.0,13.2,Los Angeles,USA,2003-09-22,2003,9
31.0,18.2,22.9,0.0,12.9,Los Angeles,USA,2003-09-23,2003,9
26.4,16.9,20.6,0.0,11.5,Los Angeles,USA,2003-09-24,2003,9
29.7,16.1,21.6,0.0,14.5,Los Angeles,USA,2003-09-25,2003,9
28.8,18.4,22.8,0.0,10.5,Los Angeles,USA,2003-09-26,2003,9
28.7,18.8,22.8,0.0,9.3,Los Angeles,USA,2003-09-27,2003,9
27.3,18.1,22.1,0.0,9.3,Los Angeles,USA,2003-09-28,2003,9
28.8,17.3,22.2,0.0,10.1,Los Angeles,USA,2003-09-29,2003,9
27.1,17.5,21.5,0.0,9.8,Los Angeles,USA,2003-09-30,2003,9
26.0,16.9,20.4,0.0,10.1,Los Angeles,USA,2003-10-01,2003,10
24.0,15.2,18.6,0.0,10.8,Los Angeles,USA,2003-10-02,2003,10
21.8,14.3,17.1,0.0,8.7,Los Angeles,USA,2003-10-03,2003,10
23.7,14.5,18.5,0.0,9.0,Los Angeles,USA,2003-10-04,2003,10
26.1,14.7,19.5,0.0,10.5,Los Angeles,USA,2003-10-05,2003,10
26.3,16.6,20.4,0.0,9.8,Los Angeles,USA,2003-10-06,2003,10
26.7,16.3,20.3,0.0,8.7,Los Angeles,USA,2003-10-07,2003,10
29.3,14.9,21.7,0.0,10.5,Los Angeles,USA,2003-10-08,2003,10
27.2,15.5,20.9,0.0,10.0,Los Angeles,USA,2003-10-09,2003,10
23.8,15.9,19.0,0.0,10.0,Los Angeles,USA,2003-10-10,2003,10
28.9,14.4,21.1,0.0,11.6,Los Angeles,USA,2003-10-11,2003,10
30.4,15.1,22.1,0.0,12.3,Los Angeles,USA,2003-10-12,2003,10
32.9,14.6,22.7,0.0,11.5,Los Angeles,USA,2003-10-13,2003,10
29.2,16.2,21.8,0.0,10.7,Los Angeles,USA,2003-10-14,2003,10
26.5,14.0,19.6,0.0,10.0,Los Angeles,USA,2003-10-15,2003,10
29.1,14.3,20.6,0.0,11.3,Los Angeles,USA,2003-10-16,2003,10
32.9,14.3,22.9,0.0,10.7,Los Angeles,USA,2003-10-17,2003,10
33.8,15.5,24.1,0.0,8.9,Los Angeles,USA,2003-10-18,2003,10
33.0,17.0,24.3,0.0,10.0,Los Angeles,USA,2003-10-19,2003,10
36.3,16.2,25.5,0.0,12.4,Los Angeles,USA,2003-10-20,2003,10
37.2,17.3,26.2,0.0,12.6,Los Angeles,USA,2003-10-21,2003,10
35.6,16.8,25.6,0.0,11.7,Los Angeles,USA,2003-10-22,2003,10
34.5,16.0,24.4,0.0,7.3,Los Angeles,USA,2003-10-23,2003,10
33.2,16.1,23.6,0.0,9.9,Los Angeles,USA,2003-10-24,2003,10
34.6,14.8,24.0,0.0,7.8,Los Angeles,USA,2003-10-25,2003,10
34.4,16.8,24.7,0.0,10.0,Los Angeles,USA,2003-10-26,2003,10
35.3,16.3,24.4,0.0,10.3,Los Angeles,USA,2003-10-27,2003,10
32.7,14.9,22.7,0.0,11.5,Los Angeles,USA,2003-10-28,2003,10
23.3,14.1,18.4,0.1,13.0,Los Angeles,USA,2003-10-29,2003,10
17.7,11.7,14.9,0.5,14.9,Los Angeles,USA,2003-10-30,2003,10
16.7,10.6,12.7,9.0,14.6,Los Angeles,USA,2003-10-31,2003,10
17.2,10.1,13.2,3.5,8.7,Los Angeles,USA,2003-11-01,2003,11
16.5,7.8,11.9,0.0,11.8,Los Angeles,USA,2003-11-02,2003,11
13.6,8.5,10.9,1.2,6.9,Los Angeles,USA,2003-11-03,2003,11
16.0,8.3,11.6,0.0,8.0,Los Angeles,USA,2003-11-04,2003,11
18.5,5.9,12.0,0.0,8.9,Los Angeles,USA,2003-11-05,2003,11
20.8,10.3,14.6,0.0,8.2,Los Angeles,USA,2003-11-06,2003,11
20.9,9.0,14.2,0.0,12.2,Los Angeles,USA,2003-11-07,2003,11
21.0,8.8,14.5,0.0,7.9,Los Angeles,USA,2003-11-08,2003,11
19.4,12.9,15.5,0.9,6.0,Los Angeles,USA,2003-11-09,2003,11
21.0,11.6,15.7,0.0,10.4,Los Angeles,USA,2003-11-10,2003,11
21.7,10.4,15.3,0.3,6.6,Los Angeles,USA,2003-11-11,2003,11
19.0,11.5,13.9,7.2,7.0,Los Angeles,USA,2003-11-12,2003,11
18.3,9.1,13.2,0.0,8.5,Los Angeles,USA,2003-11-13,2003,11
18.6,7.7,12.7,0.0,12.2,Los Angeles,USA,2003-11-14,2003,11
15.2,8.2,12.0,0.2,9.2,Los Angeles,USA,2003-11-15,2003,11
18.2,7.3,12.1,0.0,10.7,Los Angeles,USA,2003-11-16,2003,11
18.7,7.2,12.1,0.0,7.1,Los Angeles,USA,2003-11-17,2003,11
24.5,8.1,15.1,0.0,8.7,Los Angeles,USA,2003-11-18,2003,11
27.9,10.5,17.4,0.0,8.4,Los Angeles,USA,2003-11-19,2003,11
21.2,10.6,14.8,0.0,8.0,Los Angeles,USA,2003-11-20,2003,11
16.7,10.0,12.6,0.0,12.1,Los Angeles,USA,2003-11-21,2003,11
16.8,6.5,11.1,0.0,17.7,Los Angeles,USA,2003-11-22,2003,11
19.8,3.3,10.3,0.0,11.3,Los Angeles,USA,2003-11-23,2003,11
17.8,5.1,11.0,0.0,8.9,Los Angeles,USA,2003-11-24,2003,11
16.7,5.1,10.9,0.0,9.8,Los Angeles,USA,2003-11-25,2003,11
18.4,5.3,10.8,0.0,10.0,Los Angeles,USA,2003-11-26,2003,11
22.9,6.8,13.4,0.0,11.0,Los Angeles,USA,2003-11-27,2003,11
23.5,9.2,14.9,0.0,10.3,Los Angeles,USA,2003-11-28,2003,11
23.7,9.3,15.3,0.0,7.7,Los Angeles,USA,2003-11-29,2003,11
